_id,title,slug,listingType,category,supabaseId,tagline,description,websiteURL,brokerType,features,pricingType,pricingStartingFrom,pricingNotes,serviceAreas,worksWith,similarTo,serviceProviders,author,editorNotes,metaDescription,synonyms,isFeatured,badges
"imported-software-unbounce","Unbounce","unbounce","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Landing pages that convert","Conversion-focused landing page platform","https://unbounce.com","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcEuBU"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30JtBB"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""rpevsbPjJ12Ue14Cl2mwMh"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","landing page optimisation|CRO tools|lead capture","false",""
"imported-software-ventraip","VentraIP","ventraip","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","Australian web hosting & domains","Australian-based hosting and domain provider","https://ventraip.com.au","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZHS3h"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""rpevsbPjJ12Ue14Cl2mjp9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHTOR"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFbO2z"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","AU hosting|australian web hosting|domain hosting","false",""
"imported-software-krisp-ai","Krisp.AI","krisp-ai","software","","","Noise cancelling for calls","AI-based background noise removal and echo cancellation for calls.","https://krisp.ai","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4kbcg"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHpev"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""rpevsbPjJ12Ue14Cl2nmdT"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","noise cancellation|call audio ai|meeting audio","false",""
"imported-software-wpx","WPX","wpx","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","High-performance WordPress hosting","Managed WordPress hosting focused on speed and support","https://wpx.net","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZHNkb"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4ioma"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4irLg"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","fast wordpress hosting|managed wp hosting","false",""
"imported-software-bluehost","Bluehost","bluehost","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","Easy WordPress hosting","Entry-level hosting popular with WordPress beginners","https://www.bluehost.com","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZHZyL"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHTOR"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFbO2z"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","beginner hosting|wordpress hosting|shared hosting","false",""
"imported-software-databox","Databox","databox","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Business KPIs in one place","KPI dashboards with prebuilt templates","https://databox.com","Mortgage|Asset|Commercial","[{""feature"":""fl19PMOwiolq9r1UNFbh2X"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGP17"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcFAlm"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","kpi dashboards|business reporting|metrics","false",""
"imported-software-porkbun","Porkbun","porkbun","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","Delightfully cheap domains","Low-cost domain registrar with strong UX","https://porkbun.com","Mortgage|Asset|Commercial","[{""feature"":""rpevsbPjJ12Ue14Cl2mjp9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHbm7"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFbYDH"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","domain registrar|cheap domains|dns management","false",""
"imported-software-posthog","PostHog","posthog","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Product analytics & feature flags","Product analytics platform with experimentation tools","https://posthog.com","Mortgage|Asset|Commercial","[{""feature"":""rpevsbPjJ12Ue14Cl2mwnP"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcF07t"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHmS3"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","product analytics|feature flags|user behaviour","false",""
"imported-software-fireflies","Fireflies","fireflies","software","","","AI notetaker for meetings","AI notetaker that records calls, creates transcripts and action items.","https://fireflies.ai","Mortgage|Asset|Commercial","[{""feature"":""diKK0znHE3BM9z2U4Zvqrc"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcFnsl"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcFoL6"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""rpevsbPjJ12Ue14Cl2neyd"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","ai meeting notes|call transcription|action items","false",""
"imported-software-plausible","Plausible","plausible","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Privacy-friendly analytics","Cookieless analytics focused on privacy","https://plausible.io","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4j7oY"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFbh2X"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","privacy analytics|cookieless analytics|website metrics","false",""
"imported-software-mixpanel","Mixpanel","mixpanel","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Product analytics for growth teams","Event-based analytics for SaaS and apps","https://mixpanel.com","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcF9r6"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcF07t"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","event analytics|growth analytics|product insights","false",""
"imported-software-geckoboard","Geckoboard","geckoboard","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","Live TV dashboards","Real-time dashboards designed for wallboards","https://www.geckoboard.com","Mortgage|Asset|Commercial","[{""feature"":""rpevsbPjJ12Ue14Cl2nDiV"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGP17"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","live dashboards|wallboard analytics|realtime metrics","false",""
"imported-software-flourish","Flourish","flourish","software","c46f5fc0-6cd1-4df3-b893-23e1298878bc","","Tell stories with data","Interactive data visualisation and storytelling platform","https://flourish.studio","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZHnMf"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4i4Ek"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","data visualisation|storytelling charts|interactive reports","false",""
"imported-software-plaud-ai","Plaud.AI","plaud-ai","software","","","Wearable AI voice recorder & note-taker","Hardware and app that records meetings, transcribes audio and generates AI summaries.","https://plaud.ai","Mortgage|Asset|Commercial","[{""feature"":""ZnCTFuK1wuVwi5TkyZHnfX"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHo1J"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""feature-ai-summaries"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","ai meeting notes|voice transcription|wearable ai","false",""
"imported-software-otter","Otter","otter","software","","","Transcribe meetings & lectures","Live transcription and note-taking app for meetings and conversations.","https://otter.ai","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcFj7E"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4jz3o"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcFnsl"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30JHTn"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","live transcription|ai notes|meeting captions","false",""
"imported-software-textexpander","Text Expander","textexpander","software","","","Type less, say more","Text expansion tool for reusable snippets and templates.","https://textexpander.com","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcFyGS"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""diKK0znHE3BM9z2U4Zvrbk"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""diKK0znHE3BM9z2U4Zvriq"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","text expansion|ai snippets|productivity tools","false",""
"imported-software-docuscan","DocuScan","docuscan","software","","","Turn documents into trusted data","AI-based document data extraction and fraud detection used by lenders and finance brokers","https://www.docuscan.com.au","Mortgage|Asset|Commercial","[{""feature"":""oUJNzDTdDI1sJP3ozlCWat"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcGiMc"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""3oK833C7H0uhaBl3N2pPw0"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""AJwmnjU6G4q7lKP2Y3fIN6"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","","false",""
"imported-software-answer-the-public","AnswerThePublic","answer-the-public","software","","","See what people are searching","Search insight tool for content and keyword discovery.","https://answerthepublic.com","Mortgage|Asset|Commercial","[{""feature"":""shjNLCpP2MpxGZn3qaYJZM"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""diKK0znHE3BM9z2U4ZwAII"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30Jfvo"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","","false",""
"imported-software-roboform","RoboForm","roboform","software","","","Password manager & form filler","Password manager with strong form-filling capabilities.","https://www.roboform.com","Mortgage|Asset|Commercial","[{""feature"":""5efHcOJNiYyItLRPzSCkUT"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""5efHcOJNiYyItLRPzSCjVF"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""diKK0znHE3BM9z2U4Zw8yg"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-bitwarden","Bitwarden","bitwarden","software","","","Open-source password manager","Open-source password manager with self-hosting.","https://bitwarden.com","Mortgage|Asset|Commercial","[{""feature"":""5efHcOJNiYyItLRPzSCjVF"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""5efHcOJNiYyItLRPzSClmX"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""rpevsbPjJ12Ue14Cl2nvVz"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-humanitix","Humanitix","humanitix","software","","","Tickets for good causes","Event ticketing platform that funds social impact through booking fees.","https://humanitix.com","Mortgage|Asset|Commercial","[{""feature"":""5efHcOJNiYyItLRPzSCZvp"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHqVB"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHqdt"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFcpm9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","event ticketing|ethical ticketing|event registration","false",""
"imported-software-zoom","Zoom","zoom","software","","","Modern video communications","Video meeting and webinar platform for teams and businesses.","https://zoom.us","Mortgage|Asset|Commercial","[{""feature"":""5efHcOJNiYyItLRPzSCf1N"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""shjNLCpP2MpxGZn3qaWlaO"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""5efHcOJNiYyItLRPzSCgEj"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","freemium + subscription","","","","","","","","","","","false",""
"imported-software-jumio","Jumio","jumio","software","","","Online identity verification","Global leader in biometric identity verification, KYC and AML compliance","https://www.jumio.com","Mortgage|Asset|Commercial","[{""feature"":""3oK833C7H0uhaBl3N2pQdc"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZI5oX"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""diKK0znHE3BM9z2U4ZwBbu"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFdaLP"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","","false",""
"imported-software-nordpass","NordPass","nordpass","software","","","Password manager by Nord Security","Secure password manager from the Nord ecosystem.","https://nordpass.com","Mortgage|Asset|Commercial","[{""feature"":""5efHcOJNiYyItLRPzSCjVF"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4lVDm"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""diKK0znHE3BM9z2U4Zw8yg"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-eventbrite","Eventbrite","eventbrite","software","","","Create, promote and host events","Self-serve event ticketing and registration platform.","https://eventbrite.com","Mortgage|Asset|Commercial","[{""feature"":""5efHcOJNiYyItLRPzSCZvp"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcGSt9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHrIX"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","","false",""
"imported-software-loanoption-hailo","LoanOption-Hailo","loanoption-hailo","software","","","Deal workflow assistant for mortgage brokers","AI-driven workflow companion that assists mortgage brokers with task lists, application summaries and compliance monitoring throughout the loan process","https://loanoption.ai/hailo","Mortgage","[{""feature"":""ZnCTFuK1wuVwi5TkyZI6KT"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""3oK833C7H0uhaBl3N2pPw0"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""feature-workflow-automation"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-hemmingway-app","Hemingway App","hemmingway-app","software","17e2b7f7-a33e-4302-9cf6-fac85acd5577","","Make your writing bold and clear","Writing clarity and readability improvement tool.","https://hemingwayapp.com","Mortgage|Asset|Commercial","[{""feature"":""oUJNzDTdDI1sJP3ozlCVGZ"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""rpevsbPjJ12Ue14Cl2nwXn"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","free","","","","","","","","","","","false",""
"imported-software-riverside","Riverside","riverside","software","","","Record podcasts & video in studio quality","Remote recording studio for high-quality podcasts and video.","https://riverside.fm","Mortgage|Asset|Commercial","[{""feature"":""rpevsbPjJ12Ue14Cl2nt67"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHrhD"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""rpevsbPjJ12Ue14Cl2ntZn"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-google-meet","Google Meet","google-meet","software","","","Secure video meetings for teams","Video meetings built into Google Workspace.","https://meet.google.com","Mortgage|Asset|Commercial","[{""feature"":""5efHcOJNiYyItLRPzSCgqP"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""shjNLCpP2MpxGZn3qaXMse"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""2jZWwrc9pxxlov2iy4jz3o"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","free","","","","","","","","","","","false",""
"imported-software-webinarjam","WebinarJam","webinarjam","software","","","Live webinar marketing platform","Webinar platform designed for marketing and conversion.","https://webinarjam.com","Mortgage|Asset|Commercial","[{""feature"":""fl19PMOwiolq9r1UNFdRhT"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcGc5y"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZHtNj"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-whisper-ai","Whisper.AI","whisper-ai","software","","","Transcribe in any language","AI-powered call transcription and analysis platform.","https://whisperai.com","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4lhGe"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcFnsl"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFcLpF"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-doxai","DoxAI","doxai","software","","","AI-powered document intelligence","AI platform for document extraction, fraud detection, redaction and eSignature across finance and enterprise workflows","https://doxai.co","Mortgage|Asset|Commercial","[{""feature"":""Wm8P21H8nybyyDmKcHM0xI"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFdZJF"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcGhmB"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""3oK833C7H0uhaBl3N2pPH7"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","","false",""
"imported-software-resistant-ai","Resistant.AI","resistant-ai","software","","","AI risk & fraud detection for fintech","Machine-learning fraud detection platform focused on AML, payments and lending risk","https://resistant.ai","Mortgage|Asset|Commercial","[{""feature"":""2jZWwrc9pxxlov2iy4mECO"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""rpevsbPjJ12Ue14Cl2nxGJ"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Wm8P21H8nybyyDmKcHM1rW"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGP17"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","","false",""
"imported-software-fortiro","Fortiro","fortiro","software","","","Financial crime intelligence","AI-powered AML, fraud monitoring and compliance reporting for financial institutions","https://fortiro.com","Mortgage|Asset|Commercial","[{""feature"":""Kvp6thepvh0yhb8VrcH8oD"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""diKK0znHE3BM9z2U4ZwBmY"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZI5uL"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGRan"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","pay-as-you-go","","","","","","","","","","","false",""
"imported-software-transactorapp","TransactorApp","transactorapp","software","","","Making property transactions easy","End-to-end transaction management platform for mortgage and real estate brokers to track deals, manage milestones, handle compliance and streamline settlement workflows","https://transactorapp.com","Mortgage","[{""feature"":""feature-notifications"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""shjNLCpP2MpxGZn3qaYQ96"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""AJwmnjU6G4q7lKP2Y3fIN6"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Wm8P21H8nybyyDmKcHM3Tv"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"imported-software-loanoptions-ai","LoanOptions.AI","loanoptions-ai","software","","","AI-powered loan analysis and product matching for Asset Finance","Intelligent loan comparison engine for asset finance brokers that assesses borrower profiles, automates early credit analysis and improves lender matching","https://loanoption.ai","Asset","[{""feature"":""Kvp6thepvh0yhb8VrcHFT9"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""fl19PMOwiolq9r1UNFdcPj"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""5efHcOJNiYyItLRPzSDNgf"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""xA5RHbZclPWywUNb30K544"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","","false",""
"listing-service-mbj-tech","MBJ Tech","mbj-tech","service","439ced47-b17c-460d-b0c1-a1b09d265c0d","","IT support you can count on","MBJ Technologies is an Australian-based technology services company specialising in managed IT, cybersecurity, cloud solutions, and business systems support. They help growing businesses stay secure, connected, and productive with tailored IT strategies, proactive monitoring, and responsive support. From networking and data protection to Microsoft 365 and cloud infrastructure, MBJ Technologies partners with organisations to streamline technology, reduce risk, and support scalable growth with reliable, people-first service.","https://www.mbjtech.com.au/","Mortgage|Asset Finance|Commercial","","","","","serviceArea-managed-it|serviceArea-cybersecurity|serviceArea-cloud-infrastructure","listing-software-microsoft-azure|listing-software-microsoft-365","","","09ed868f-9351-41c9-8d46-d4836cf8d847","One of the most responsive and reliable IT Support teams we've worked. The coolest part of working alongside them is how passionate Mitch and the team are about ensuring Brokers don't pay for extra tools especially as Microsoft has bunch of *free* inbuilt tools such as Bookings (Calendly alternative) , Power Automate (Zapier alternative) and Planner (Trello alternative) ","","","false","c24d67d6-78a5-45f6-90e8-680c3d790647"
"imported-software-doshapp","DoshApp","doshapp","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","Open-banking powered client finance app","White-labelled app giving brokers and clients a single view of accounts, spending and documents via open banking","https://doshapp.com.au","Mortgage","[{""feature"":""Kvp6thepvh0yhb8VrcDEgn"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""Kvp6thepvh0yhb8VrcDFPK"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""},{""feature"":""ZnCTFuK1wuVwi5TkyZGSvX"",""availability"":""included"",""score"":"""",""limitationType"":"""",""notes"":""core""}]","subscription","","","","","","","","","","open banking app|broker client app|white-label finance app","false",""
"listing-software-effi","Effi","effi","software","category-broker-industry-tools","","AI-powered broker CRM & client portal","CRM, fact find and workflow platform purpose-built for mortgage brokers to manage clients and settlements efficiently","https://effi.com.au","Mortgage|Asset Finance|Commercial","[{""feature"":""fl19PMOwiolq9r1UNFdcPj"",""availability"":""yes"",""score"":"""",""limitationType"":"""",""notes"":""""},{""feature"":""2jZWwrc9pxxlov2iy4i3S8"",""availability"":""yes"",""score"":"""",""limitationType"":"""",""notes"":""""}]","subscription","","","","","imported-software-mystro:1|imported-software-doshapp:2|imported-software-kaddim:3|imported-software-loanoption-hailo:4|imported-software-content-snare:5","listing-service-auctus-coaching|listing-service-broker-coach|listing-service-broker-tools","","","","Fact Finds|Fact Find","false","04a86552-ba67-445b-9d00-32335f9da12a"
"directoryListing-workswith-paypal","PayPal","paypal","software","b8578c0d-f677-499a-a862-85d986090d1b","","","Global digital payments and wallet platform.","","","","","","","","","","","","","Global digital payments and wallet platform.","online payments|digital wallet","false",""
"directoryListing-workswith-mycrm-lmg","MyCRM","mycrm-lmg","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","","LMG Lead Management Platform.","","","","","","","","","","","","","LMG broker lead and CRM platform.","LMG CRM","false",""
"directoryListing-workswith-nextjs","Next.js","nextjs","software","439ced47-b17c-460d-b0c1-a1b09d265c0d","","","React framework for front-end and APIs.","","","","","","","","","","","","","React framework for front-end applications and APIs.","React framework|web apps","false",""
"directoryListing-workswith-zoho-crm","Zoho CRM","zoho-crm","software","3d66e81e-eecd-4b77-8288-71272c13ffc5","","","SME-friendly CRM with automation and reporting.","","","","","","","","","","","","","SME-friendly CRM with automation and reporting.","SME CRM|Zoho ecosystem|affordable CRM","false",""
"directoryListing-workswith-dropbox-sign","Dropbox Sign","dropbox-sign","software","7fae197f-cd87-4bea-a70e-8ee35ca58ca6","","","Digital document signing with Dropbox integration.","","","","","","","","","","","","","Digital document signing with Dropbox integration.","e-signature|Dropbox signing","false",""
"directoryListing-workswith-stripe","Stripe","stripe","software","b8578c0d-f677-499a-a862-85d986090d1b","","","Online payments and subscription billing platform.","","","","","","","","","","","","","Online payments and subscription billing platform.","online payments|billing|subscriptions","false",""
